Entry,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Label
A0A7D8AFN1,7.44,4.96,1.65,6.61,8.26,3.31,2.48,7.44,5.79,12.4,0.83,1.65,4.96,4.13,3.31,5.79,8.26,6.61,0,4.13,0.116,0.083,0.802,0.273,0.512,0.421,0.05,0.124,0.083,0.116,0.802,0.612,0.182,0.298,0.14,0.058,0.43,0.397,0.174,0.504,0.248,0.264,0.215,0.446,0.554,-0.519,-0.561,-0.27,-0.408,0.071,4.04,-0.279,-0.215,-0.098,-0.259,-0.297,-0.163,-0.132,-0.279,-0.238,-0.373,-0.057,-0.098,-0.215,-0.19,-0.163,-0.238,-0.297,-0.259,0,-0.19,POSITIVE
A0A897EBB6,4.73,2.55,4.73,4,5.45,4.73,2.91,7.64,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.73,9.09,2.18,6.18,0.091,0.087,0.822,0.287,0.505,0.415,0.044,0.138,0.087,0.091,0.822,0.571,0.164,0.335,0.167,0.04,0.335,0.418,0.247,0.473,0.233,0.316,0.2,0.498,0.502,-0.511,-0.518,-0.213,-0.432,0.03,4.138,-0.208,-0.135,-0.208,-0.186,-0.229,-0.208,-0.148,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A8B1JAC2,7.01,3.13,4.81,5.43,4.74,5.99,1.7,4.93,6.27,9.88,2.38,5.27,3.72,3.43,2.97,6.65,7.81,8.4,1.04,4.43,0.109,0.102,0.788,0.254,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.199,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.065,-0.564,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.211,-0.228,-0.209,-0.243,-0.1,-0.214,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.3,-0.069,-0.199,POSITIVE
A0A7T5B944,6.99,3.16,4.79,5.43,4.74,5.97,1.7,4.88,6.27,9.85,2.38,5.29,3.72,3.43,2.97,6.67,7.83,8.44,1.04,4.43,0.109,0.102,0.788,0.255,0.48,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.39,0.345,0.264,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.564,-0.199,-0.479,0.007,4.172,-0.268,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.25,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A8B1JBB6,8.59,0,4.99,2.77,3.05,11.91,1.11,3.88,6.09,6.37,1.66,6.09,5.82,7.2,7.76,9.14,7.2,1.94,1.39,3.05,0.15,0.078,0.773,0.266,0.446,0.385,0.058,0.075,0.078,0.15,0.773,0.399,0.269,0.432,0.163,0.017,0.416,0.205,0.38,0.371,0.33,0.28,0.296,0.557,0.443,0.69,-0.481,-0.271,-0.384,0.163,4.016,-0.304,0,-0.216,-0.143,-0.153,-0.366,-0.072,-0.182,-0.246,-0.253,-0.098,-0.246,-0.239,-0.273,-0.286,-0.316,-0.273,-0.11,-0.086,-0.153,POSITIVE
A0A886N1E9,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.81,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.391,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.565,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A8B1KA68,6.86,3.18,5.48,4.79,4.95,5.81,2.04,4.86,6.13,9.41,2.37,5.4,3.85,3.37,3.44,6.41,7.4,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.045,-0.499,-0.18,-0.438,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.215,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A859GSJ1,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A8B1JFS8,4.44,6.67,0,8.89,2.22,6.67,2.22,6.67,4.44,15.56,2.22,2.22,4.44,2.22,2.22,6.67,11.11,4.44,0,6.67,0.089,0.089,0.822,0.333,0.467,0.422,0.044,0.089,0.089,0.089,0.822,0.578,0.156,0.356,0.178,0.089,0.422,0.378,0.2,0.467,0.222,0.333,0.244,0.467,0.533,-0.376,-0.812,-0.221,-0.549,-0.073,3.913,-0.2,-0.26,0,-0.31,-0.122,-0.26,-0.122,-0.26,-0.2,-0.418,-0.122,-0.122,-0.2,-0.122,-0.122,-0.26,-0.352,-0.2,0,-0.26,POSITIVE
A0A7G9KXC4,4.73,2.91,4.73,4,5.09,4.73,2.91,7.64,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.73,9.09,2.18,6.18,0.091,0.087,0.822,0.291,0.502,0.415,0.044,0.135,0.087,0.091,0.822,0.571,0.164,0.335,0.167,0.044,0.335,0.418,0.247,0.473,0.233,0.316,0.204,0.502,0.498,-0.492,-0.531,-0.203,-0.434,0.022,4.142,-0.208,-0.148,-0.208,-0.186,-0.219,-0.208,-0.148,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A8F1CXC7,7.38,4.92,1.64,6.56,8.2,3.28,4.1,7.38,4.92,13.11,0.82,1.64,4.92,3.28,4.92,5.74,8.2,4.92,0,4.1,0.139,0.082,0.779,0.262,0.5,0.41,0.049,0.123,0.082,0.139,0.779,0.598,0.205,0.287,0.139,0.057,0.451,0.377,0.172,0.492,0.23,0.279,0.213,0.426,0.574,-0.442,-0.462,-0.275,-0.301,0.068,4.046,-0.277,-0.214,-0.097,-0.258,-0.296,-0.162,-0.189,-0.277,-0.214,-0.384,-0.057,-0.097,-0.214,-0.162,-0.214,-0.237,-0.296,-0.214,0,-0.189,POSITIVE
A0A8F0ZU70,3.33,5.83,6.67,3.33,6.67,3.33,1.67,8.33,3.33,10.83,3.33,4.17,6.67,5.83,5,6.67,2.5,6.67,0.83,5,0.1,0.1,0.8,0.258,0.5,0.392,0.067,0.125,0.1,0.1,0.8,0.55,0.208,0.283,0.092,0.092,0.367,0.358,0.275,0.458,0.3,0.258,0.192,0.458,0.542,-0.416,-0.248,-0.043,-0.355,0.011,4.157,-0.164,-0.239,-0.26,-0.164,-0.26,-0.164,-0.098,-0.299,-0.164,-0.347,-0.164,-0.191,-0.26,-0.239,-0.216,-0.26,-0.133,-0.26,-0.058,-0.216,POSITIVE
A0A8B6RC41,4.35,6.52,0,8.7,4.35,6.52,2.17,6.52,4.35,15.22,2.17,2.17,4.35,2.17,2.17,6.52,10.87,4.35,0,6.52,0.087,0.087,0.826,0.326,0.478,0.413,0.043,0.109,0.087,0.087,0.826,0.587,0.152,0.348,0.174,0.087,0.413,0.391,0.196,0.478,0.217,0.326,0.239,0.457,0.543,-0.46,-0.752,-0.193,-0.525,-0.085,3.936,-0.197,-0.257,0,-0.306,-0.197,-0.257,-0.12,-0.257,-0.197,-0.413,-0.12,-0.12,-0.197,-0.12,-0.12,-0.257,-0.348,-0.197,0,-0.257,POSITIVE
A0A8B6RLN6,7.01,3.13,4.81,5.43,4.77,5.97,1.7,4.93,6.27,9.85,2.38,5.29,3.72,3.43,2.97,6.65,7.79,8.42,1.04,4.43,0.109,0.102,0.788,0.254,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.144,0.055,0.39,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.066,-0.563,-0.199,-0.479,0.009,4.173,-0.269,-0.157,-0.211,-0.228,-0.209,-0.243,-0.1,-0.214,-0.25,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A7D5Y7V2,5.33,4,1.33,2.67,6.67,1.33,0,4,2.67,18.67,1.33,6.67,1.33,0,4,12,5.33,17.33,0,5.33,0.067,0.04,0.893,0.267,0.56,0.48,0.013,0.12,0.04,0.067,0.893,0.64,0.147,0.227,0.173,0.053,0.347,0.427,0.227,0.573,0.147,0.253,0.227,0.547,0.453,-0.939,-0.748,-0.34,-0.569,-0.028,3.623,-0.226,-0.186,-0.083,-0.139,-0.26,-0.083,0,-0.186,-0.139,-0.452,-0.083,-0.26,-0.083,0,-0.186,-0.367,-0.226,-0.438,0,-0.226,POSITIVE
A0A8F0ZV80,8.7,2.17,5.43,4.35,11.96,4.35,2.17,8.7,1.09,18.48,3.26,0,1.09,3.26,3.26,4.35,4.35,6.52,3.26,3.26,0.065,0.098,0.837,0.174,0.663,0.478,0.011,0.185,0.098,0.065,0.837,0.685,0.076,0.261,0.087,0.054,0.446,0.402,0.152,0.641,0.152,0.185,0.196,0.37,0.63,-1.272,-0.471,-0.262,-0.324,0.094,3.888,-0.306,-0.12,-0.228,-0.197,-0.366,-0.197,-0.12,-0.306,-0.071,-0.45,-0.161,0,-0.071,-0.161,-0.161,-0.197,-0.197,-0.257,-0.161,-0.161,POSITIVE
A0A7U1DBB7,7.01,3.13,4.79,5.43,4.74,5.99,1.7,4.9,6.27,9.85,2.38,5.29,3.7,3.43,2.97,6.7,7.81,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.199,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.063,-0.565,-0.2,-0.479,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.25,-0.329,-0.128,-0.224,-0.176,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A663DJA2,5.26,2.63,2.63,0,10.53,2.63,0,7.89,0,10.53,5.26,13.16,2.63,2.63,5.26,5.26,5.26,10.53,0,7.89,0.053,0.026,0.921,0.237,0.553,0.395,0.026,0.184,0.026,0.053,0.921,0.605,0.211,0.184,0.105,0.079,0.289,0.447,0.263,0.5,0.211,0.263,0.158,0.5,0.5,-0.877,-0.221,-0.129,-0.372,-0.254,3.797,-0.224,-0.138,-0.138,0,-0.342,-0.138,0,-0.289,0,-0.342,-0.224,-0.385,-0.138,-0.138,-0.224,-0.224,-0.224,-0.342,0,-0.289,POSITIVE
A0A7T8HBN7,6.21,3.14,4.79,3.77,6.05,6.52,1.34,5.97,4.79,8.64,1.1,6.91,4.56,4.87,3.3,7.78,7.62,7.46,0.94,4.24,0.094,0.086,0.82,0.277,0.474,0.394,0.046,0.112,0.086,0.094,0.82,0.517,0.209,0.353,0.154,0.042,0.34,0.354,0.306,0.449,0.297,0.266,0.236,0.55,0.45,-0.026,-0.513,-0.129,-0.52,0.004,4.158,-0.249,-0.157,-0.21,-0.178,-0.245,-0.257,-0.083,-0.243,-0.21,-0.305,-0.072,-0.266,-0.203,-0.212,-0.162,-0.287,-0.283,-0.279,-0.063,-0.193,POSITIVE
A0A883GQI3,6.99,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.83,8.44,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.565,-0.2,-0.479,0.008,4.172,-0.268,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A8B1J2A5,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A8B6RBJ3,6.85,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.12,9.44,2.37,5.4,3.83,3.37,3.44,6.43,7.41,8.44,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.346,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.18,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1JJQ7,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.24,9.88,2.38,5.29,3.72,3.43,3,6.67,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.391,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.062,-0.565,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.152,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A7U3ED04,6.83,3.18,5.48,4.79,4.93,5.81,2.04,4.86,6.12,9.4,2.38,5.41,3.85,3.37,3.44,6.43,7.41,8.44,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.499,-0.18,-0.438,0.001,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1JAX8,8.59,0,4.99,2.77,3.05,11.91,1.11,4.16,6.09,6.09,1.39,6.09,6.37,7.2,7.76,8.86,7.2,1.94,1.39,3.05,0.15,0.078,0.773,0.263,0.449,0.391,0.064,0.075,0.078,0.15,0.773,0.402,0.274,0.429,0.161,0.014,0.41,0.208,0.382,0.371,0.335,0.28,0.294,0.56,0.44,0.683,-0.477,-0.266,-0.382,0.173,4.013,-0.304,0,-0.216,-0.143,-0.153,-0.366,-0.072,-0.191,-0.246,-0.246,-0.086,-0.246,-0.253,-0.273,-0.286,-0.31,-0.273,-0.11,-0.086,-0.153,POSITIVE
A0A8B1JTE1,7.01,3.13,4.79,5.43,4.74,5.99,1.7,4.93,6.27,9.85,2.34,5.29,3.72,3.43,2.97,6.67,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.565,-0.2,-0.48,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.214,-0.25,-0.329,-0.127,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A7L9W332,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.83,6.12,9.44,2.37,5.41,3.85,3.37,3.44,6.41,7.43,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8B6RCW0,6.85,3.2,5.5,4.79,4.95,5.81,2.04,4.89,6.12,9.41,2.35,5.4,3.85,3.37,3.42,6.43,7.4,8.41,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.045,-0.5,-0.179,-0.439,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.215,-0.238,-0.115,-0.213,-0.247,-0.321,-0.127,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.3,-0.072,-0.208,POSITIVE
A0A8B6RDY5,6.86,3.18,5.5,4.79,4.93,5.79,2.04,4.86,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.41,7.4,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.499,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8A4MPK8,4.73,2.55,4.73,4,5.09,4.36,3.27,7.64,4,11.27,1.45,2.91,4.36,2.91,2.18,8,8.73,9.45,2.18,6.18,0.095,0.087,0.818,0.284,0.505,0.418,0.044,0.135,0.087,0.095,0.818,0.575,0.167,0.327,0.167,0.04,0.338,0.418,0.244,0.473,0.229,0.32,0.196,0.498,0.502,-0.525,-0.519,-0.223,-0.418,0.034,4.13,-0.208,-0.135,-0.208,-0.186,-0.219,-0.197,-0.161,-0.283,-0.186,-0.355,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.307,-0.322,-0.12,-0.248,POSITIVE
A0A883GPD4,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.12,9.41,2.35,5.41,3.86,3.37,3.44,6.43,7.43,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.039,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.055,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.042,-0.5,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.127,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8B6RHC0,6.85,3.2,5.47,4.79,4.92,5.81,2.04,4.83,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.41,8.46,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.501,-0.18,-0.439,0.001,4.191,-0.265,-0.159,-0.229,-0.21,-0.214,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A898C373,8.83,0,5.73,2.86,3.1,10.26,0.95,3.58,7.4,6.68,1.67,5.25,6.21,8.35,6.92,9.07,7.4,1.91,1.19,2.63,0.153,0.086,0.761,0.274,0.434,0.375,0.062,0.069,0.086,0.153,0.761,0.406,0.267,0.437,0.165,0.017,0.437,0.198,0.365,0.356,0.358,0.279,0.282,0.547,0.453,0.689,-0.45,-0.288,-0.405,0.221,4.011,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.172,-0.278,-0.261,-0.099,-0.223,-0.249,-0.299,-0.267,-0.314,-0.278,-0.109,-0.076,-0.138,POSITIVE
A0A7U3MRI0,6.86,3.18,5.48,4.79,4.92,5.81,2.03,4.83,6.12,9.41,2.37,5.41,3.86,3.37,3.44,6.43,7.43,8.43,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.039,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.445,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.114,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A859GSU7,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A7U3EGB6,6.86,3.2,5.5,4.79,4.93,5.81,2.04,4.85,6.12,9.41,2.37,5.4,3.83,3.37,3.42,6.44,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.179,-0.439,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.18,-0.165,-0.167,-0.255,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1KA79,7.01,3.13,4.79,5.43,4.77,5.99,1.7,4.9,6.29,9.85,2.38,5.27,3.72,3.43,2.97,6.65,7.81,8.42,1.04,4.43,0.11,0.102,0.788,0.254,0.481,0.399,0.037,0.102,0.102,0.11,0.788,0.531,0.2,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.065,-0.564,-0.2,-0.478,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.251,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A897FGH1,6.99,3.13,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.81,8.44,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.565,-0.201,-0.479,0.008,4.172,-0.268,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A7L9W6W9,6.21,3.14,4.79,3.69,6.05,6.52,1.34,5.97,4.95,8.48,1.1,6.91,4.56,4.79,3.3,7.78,7.62,7.62,0.94,4.24,0.096,0.085,0.819,0.276,0.474,0.394,0.046,0.112,0.085,0.096,0.819,0.517,0.211,0.352,0.154,0.042,0.339,0.356,0.306,0.449,0.297,0.266,0.236,0.551,0.449,-0.023,-0.515,-0.131,-0.514,0.003,4.158,-0.249,-0.157,-0.21,-0.176,-0.245,-0.257,-0.083,-0.243,-0.215,-0.302,-0.072,-0.266,-0.203,-0.21,-0.162,-0.287,-0.283,-0.283,-0.063,-0.193,POSITIVE
A0A6C0QGH5,6.21,3.14,4.87,3.77,6.05,6.44,1.34,5.97,4.79,8.48,1.1,6.91,4.56,4.87,3.3,7.7,7.62,7.62,1.02,4.24,0.094,0.086,0.819,0.276,0.474,0.393,0.046,0.113,0.086,0.094,0.819,0.518,0.209,0.353,0.153,0.042,0.339,0.357,0.305,0.449,0.298,0.266,0.235,0.551,0.449,-0.027,-0.508,-0.128,-0.517,0.002,4.161,-0.249,-0.157,-0.212,-0.178,-0.245,-0.255,-0.083,-0.243,-0.21,-0.302,-0.072,-0.266,-0.203,-0.212,-0.162,-0.285,-0.283,-0.283,-0.068,-0.193,POSITIVE
A0A7H4JK51,4.36,2.55,4.73,4,5.09,5.09,2.91,7.64,4,10.91,1.45,2.91,4.36,3.27,2.18,8.36,8.73,9.09,2.18,6.18,0.091,0.087,0.822,0.291,0.502,0.415,0.044,0.135,0.087,0.091,0.822,0.564,0.164,0.342,0.171,0.04,0.331,0.415,0.255,0.469,0.233,0.32,0.204,0.502,0.498,-0.48,-0.535,-0.214,-0.442,0.028,4.135,-0.197,-0.135,-0.208,-0.186,-0.219,-0.219,-0.148,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.299,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A8B1JZF6,2.44,4.88,4.88,7.32,14.63,0,2.44,12.2,0,26.83,4.88,2.44,0,2.44,0,4.88,2.44,2.44,2.44,2.44,0.024,0.122,0.854,0.171,0.659,0.439,0,0.195,0.122,0.024,0.854,0.732,0.049,0.22,0.073,0.098,0.463,0.415,0.122,0.659,0.171,0.171,0.122,0.244,0.756,-1.83,-0.275,-0.136,-0.464,-0.034,3.457,-0.131,-0.213,-0.213,-0.276,-0.406,0,-0.131,-0.37,0,-0.509,-0.213,-0.131,0,-0.131,0,-0.213,-0.131,-0.131,-0.131,-0.131,POSITIVE
